timestamp,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,pose_position_x,pose_position_y,pose_position_z,orientation_x,orientation_y,orientation_z,orientation_w,twist_linear_x,twist_linear_y,twist_linear_z,cmd_st_angle,cmd_speed,cmd_st_angle_rate,cmd_acceleration,yaw,yaw_rate,beta,body_vx,body_vy,delta_time
2024-04-23 21:17:11.057156676,-0.00927734375,-0.01806640625,1.05810546875,-0.953368795993954,0.1141757617870436,0.1279118916967974,0.001683091495258,-0.0004461764601917,-0.419454673542042,0.9077746113289004,-0.0009218084466749,-0.0005392831675044,0.0004642422386528,0.0,0.0,0.0,0.0,-0.8656874394747547,0.15875329884506853,-1.7465677561135782,-0.00018675326533454238,-0.001051513368912472,0.004746495
2024-04-23 21:17:11.061903171,-0.0400390625,-0.01513671875,1.052734375,-0.9534720250026606,0.1140863369132162,0.1280729852433863,0.0007128031469051,0.0003489500827852,-0.4191117677439974,0.907934301744365,-0.005513660303833,-0.0047274168266576,0.0084204094928418,0.0,0.0,0.0,0.0,-0.8649339177355531,0.15875329884506853,-1.5678837787619542,2.115335547337024e-05,-0.007262814353580947,0.004746495
2024-04-23 21:17:11.078435777,-0.0400390625,-0.0166015625,1.05419921875,-0.9534114588025312,0.1141311110917346,0.1280090624315152,0.0015412051702068,-0.0001509910468242,-0.4192559590729449,0.9078667538081592,0.0006815482132078,0.0001809771305161,0.0005699708900881,0.0,0.0,0.0,0.0,-0.8652502496324184,-0.01913381936672944,1.12479885933762,0.0003041794786415822,0.0006361882846059973,0.016532606
2024-04-23 21:17:11.091019279,-0.00830078125,-0.0185546875,1.05419921875,-0.9533834374640348,0.1141494372030015,0.1279668719967961,0.0019032100559327,-0.0004118146483335,-0.4193384902205292,0.9078278684969732,0.0022245462082834,0.001313167938879,-0.0024951476336934,0.0,0.0,0.0,0.0,-0.8654311582340029,-0.014376649805792067,1.3986938792486487,0.0004423867305770313,0.0025450559618792547,0.012583502
2024-04-23 21:17:11.118263434,-0.0107421875,-0.0166015625,1.05126953125,-0.9533025248213358,0.1141430772910267,0.1278942325778439,0.0012290326354657,-0.000136480532214,-0.4195849760567534,0.9077152189532304,0.0049118129360908,-0.0015127321428929,-0.0020619710243679,0.0,0.0,0.0,0.0,-0.8659754609142731,-0.019978695623713825,0.5672152283577641,0.004334640635940624,0.0027613683949343918,0.027244155
2024-04-23 21:17:11.138124282,-0.025390625,-0.01416015625,1.05224609375,-0.9534550832028325,0.1142822180867776,0.1280168449743765,0.0032248391228117,-0.0011637774330144,-0.4190837656371881,0.9079411012913148,-0.004800665680984,0.0025096210555775,0.0044006155781503,0.0,0.0,0.0,0.0,-0.8648655879392813,0.055882456529140985,3.5247647600490932,-0.005024237304699848,-0.0020252477204623417,0.019860848
2024-04-23 21:17:11.151628999,-0.02783203125,-0.02001953125,1.06005859375,-0.9535164536478288,0.1142770880904959,0.1280246497472786,0.002872474215339,-0.0009288737164449,-0.4190188288946664,0.9079725255299612,0.0012036729500754,0.0002691317430005,9.095887808627766e-05,0.0,0.0,0.0,0.0,-0.8647239988110753,0.010484420236717541,1.0846979627815463,0.0005762166735740553,0.0010905204312294905,0.013504717
2024-04-23 21:17:11.171233100,-0.029296875,-0.01904296875,1.05224609375,-0.9534678224322212,0.1142758791839039,0.1280105221051706,0.003034836436748,-0.0010870675697311,-0.4190923630408597,0.9079378829483556,0.003105049713987,5.228840414271682e-05,-0.0007112616759096,0.0,0.0,0.0,0.0,-0.8648852602209467,-0.008225901808574784,0.8817234648144285,0.0019745383849944266,0.002396928444848145,0.019604101
2024-04-23 21:17:11.191944311,-0.02587890625,-0.01611328125,1.05322265625,-0.9535446437102324,0.1142233706210462,0.1281019788790313,0.0019668708224646,-0.0003873130819739,-0.4188634576246134,0.9080470171056731,-0.0058436312142765,-0.0049841950889167,0.007518459013586,0.0,0.0,0.0,0.0,-0.8643846908622721,0.02416900482905593,-1.571016655833577,-1.692239264939211e-06,-0.007680509331364312,0.020711211
2024-04-23 21:17:11.217586306,-0.009765625,-0.0185546875,1.05810546875,-0.9535503381667684,0.1142086777196543,0.1281014267606887,0.0018403660394896,-0.0002964193590847,-0.4188348269845933,0.9080605227038576,-0.0028990175393015,-0.0025023661535883,0.0030664707060063,0.0,0.0,0.0,0.0,-0.8643219806470515,0.002445605937472512,-1.5651760733029958,2.1523431725224652e-05,-0.0038295790632507896,0.025641995
2024-04-23 21:17:11.235385940,-0.00634765625,-0.021484375,1.05322265625,-0.953451259529366,0.1142785306337872,0.1280232761806133,0.0029926442292416,-0.001032903054718,-0.4190934914715776,0.907937565363375,0.003243931045131,0.0018827315544297,-0.0020994638128702,0.0,0.0,0.0,0.0,-0.864887951507233,-0.03179676953927863,1.3907603918886098,0.0006716192118047832,0.003690080536512001,0.017799634
2024-04-23 21:17:11.251220976,-0.0380859375,-0.01708984375,1.05322265625,-0.9535285341106524,0.1142298680891004,0.1280899744097867,0.0019411165027102,-0.0003984149432519,-0.4188862077452374,0.908036573213372,-0.0047484409601169,-0.0029784207872591,0.0041006324787779,0.0,0.0,0.0,0.0,-0.8644348246622449,0.028615460361953417,-1.7169480367092835,-0.0008163016373979697,-0.005545478660537286,0.015835036
2024-04-23 21:17:11.271964601,-0.03955078125,-0.01708984375,1.05615234375,-0.9534738820160372,0.1142759819469523,0.1280207805648589,0.0026778203579361,-0.0008861908762615,-0.4190369390209993,0.9079648053089868,0.0002379280307221,0.000605388574827,-0.000821736569293,0.0,0.0,0.0,0.0,-0.8647645020678376,-0.015892950513362744,2.061088694618495,-0.00030629358256771555,0.0005738373598958129,0.020743625
2024-04-23 21:17:11.296604314,-0.00830078125,-0.0205078125,1.0546875,-0.9532869728257416,0.1142169461951478,0.1278392556685229,0.0016107462231441,-0.0005301185523896,-0.4196036054095267,0.907705865794788,0.0099586475848271,-0.003768976207945,-0.009822590299697,0.0,0.0,0.0,0.0,-0.8660156152464529,-0.05077628861242254,0.5042126536888544,0.009322908501095028,0.005144241484907969,0.024639713
2024-04-23 21:17:11.314035431,-0.0078125,-0.02197265625,1.05126953125,-0.9532852064360068,0.114156788013416,0.127901898002042,0.0004875551472489,0.0001585874130191,-0.4196032513097143,0.9077074686430324,0.0051022328245579,0.0001570248722987,-0.0034796050719138,0.0,0.0,0.0,0.0,-0.8660164342699126,-4.69862866343794e-05,0.8967824402041953,0.0031859497251433126,0.003988378236247881,0.017431117
2024-04-23 21:17:11.332569274,-0.02880859375,-0.017578125,1.05419921875,-0.9532574493618784,0.1141502141167156,0.1278687571591637,0.0007192131876337,2.8745009935542782e-05,-0.4196524243240655,0.9076845953661788,0.0044067744306894,-0.0002901535239101,-0.0038198909161809,0.0,0.0,0.0,0.0,-0.8661245942186877,-0.005835807974369406,0.8003768869516801,0.003075682996309257,0.003169230830442846,0.018533843
2024-04-23 21:17:11.350439469,-0.0283203125,-0.01708984375,1.05615234375,-0.9533663498582068,0.1141448964527193,0.1278810840068604,0.0009485575995428,5.972591244548905e-05,-0.4193415152691703,0.907828062048682,-0.0038185215316619,-0.000171245648668,0.0002596472996806,0.0,0.0,0.0,0.0,-0.8654395244826607,0.0383358847526286,-2.2313370964467367,-0.0023451855765188943,-0.0030183665071758614,0.017870195
