timestamp,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,pose_position_x,pose_position_y,pose_position_z,orientation_x,orientation_y,orientation_z,orientation_w,twist_linear_x,twist_linear_y,twist_linear_z,cmd_st_angle,cmd_speed,cmd_st_angle_rate,cmd_acceleration,yaw,yaw_rate,beta,body_vx,body_vy,delta_time
2024-04-23 21:00:45.639139710,-0.01025390625,-0.017578125,1.0517578125,1.9870967067055552,-0.3487195741104196,0.1082097363983266,-0.0029385316679527,0.0065540560659064,-0.5640753036773827,0.8256921103911384,0.0010196722330343,-0.0014428659476203,9.04320553469628e-06,0.0,0.0273325629532337,0.0,0.408903600556531,-1.1986791374155537,0.0,0.24309075652475465,0.0017148568265775042,0.00042527599269640687,8.658e-05
2024-04-23 21:00:45.639226290,-0.01171875,-0.02099609375,1.052734375,1.9870967067055552,-0.3487195741104196,0.1082097363983266,-0.0029385316679527,0.0065540560659064,-0.5640753036773827,0.8256921103911384,0.0010196722330343,-0.0014428659476203,9.04320553469628e-06,0.0,0.0273325629532337,0.0,0.408903600556531,-1.1986791374155537,0.0,0.24309075652475465,0.0017148568265775042,0.00042527599269640687,8.658e-05
2024-04-23 21:00:45.639321170,0.009765625,-0.0205078125,1.0615234375,1.9870967067055552,-0.3487195741104196,0.1082097363983266,-0.0029385316679527,0.0065540560659064,-0.5640753036773827,0.8256921103911384,0.0010196722330343,-0.0014428659476203,9.04320553469628e-06,0.0,0.0273325629532337,0.0,0.408903600556531,-1.1986791374155537,0.0,0.24309075652475465,0.0017148568265775042,0.00042527599269640687,9.488e-05
2024-04-23 21:00:45.639397336,0.0048828125,-0.021484375,1.05810546875,1.9870967067055552,-0.3487195741104196,0.1082097363983266,-0.0029385316679527,0.0065540560659064,-0.5640753036773827,0.8256921103911384,0.0010196722330343,-0.0014428659476203,9.04320553469628e-06,0.0,0.0273325629532337,0.0,0.408903600556531,-1.1986791374155537,0.0,0.24309075652475465,0.0017148568265775042,0.00042527599269640687,7.6166e-05
2024-04-23 21:00:45.639473656,-0.01513671875,-0.01806640625,1.05078125,1.9870967067055552,-0.3487195741104196,0.1082097363983266,-0.0029385316679527,0.0065540560659064,-0.5640753036773827,0.8256921103911384,0.0010196722330343,-0.0014428659476203,9.04320553469628e-06,0.0,0.0273325629532337,0.0,0.408903600556531,-1.1986791374155537,0.0,0.24309075652475465,0.0017148568265775042,0.00042527599269640687,7.632e-05
2024-04-23 21:00:45.639531719,-0.0224609375,-0.0146484375,1.0498046875,1.9870967067055552,-0.3487195741104196,0.1082097363983266,-0.0029385316679527,0.0065540560659064,-0.5640753036773827,0.8256921103911384,0.0010196722330343,-0.0014428659476203,9.04320553469628e-06,0.0,0.0273325629532337,0.0,0.408903600556531,-1.1986791374155537,0.0,0.24309075652475465,0.0017148568265775042,0.00042527599269640687,5.8063e-05
2024-04-23 21:00:45.794023839,0.0107421875,-0.01953125,1.0615234375,1.9920038692572677,-0.3627798705114401,0.1087633150474495,-0.0028138451900935,0.0024739181471293,-0.5650889055695923,0.8250215092993575,0.0998284353586127,-0.2773754075007772,0.0040664982801124,-0.0194563884288072,0.4934334456920624,-0.6814164428999561,7.515622283540692,-1.2010849282787457,-0.015572256133141525,-0.024241072254173268,0.2947062546309975,-0.007145395282319417,0.15449212
2024-04-23 21:00:45.794377038,0.0126953125,-0.0185546875,1.05908203125,1.9920038692572677,-0.3627798705114401,0.1087633150474495,-0.0028138451900935,0.0024739181471293,-0.5650889055695923,0.8250215092993575,0.0998284353586127,-0.2773754075007772,0.0040664982801124,-0.0194563884288072,0.4934334456920624,-0.6814164428999561,7.515622283540692,-1.2010849282787457,0.0,-0.024241072254173268,0.2947062546309975,-0.007145395282319417,0.000353199
2024-04-23 21:00:45.794606821,-0.01513671875,-0.01708984375,1.05078125,1.9920038692572677,-0.3627798705114401,0.1087633150474495,-0.0028138451900935,0.0024739181471293,-0.5650889055695923,0.8250215092993575,0.0998284353586127,-0.2773754075007772,0.0040664982801124,-0.0194563884288072,0.4934334456920624,-0.6814164428999561,7.515622283540692,-1.2010849282787457,0.0,-0.024241072254173268,0.2947062546309975,-0.007145395282319417,0.000229783
2024-04-23 21:00:45.794844378,-0.0166015625,-0.0185546875,1.05029296875,1.9920038692572677,-0.3627798705114401,0.1087633150474495,-0.0028138451900935,0.0024739181471293,-0.5650889055695923,0.8250215092993575,0.0998284353586127,-0.2773754075007772,0.0040664982801124,-0.0194563884288072,0.4934334456920624,-0.6814164428999561,7.515622283540692,-1.2010849282787457,0.0,-0.024241072254173268,0.2947062546309975,-0.007145395282319417,0.000237557
2024-04-23 21:00:45.794978783,-0.0068359375,-0.0185546875,1.0576171875,1.9920038692572677,-0.3627798705114401,0.1087633150474495,-0.0028138451900935,0.0024739181471293,-0.5650889055695923,0.8250215092993575,0.0998284353586127,-0.2773754075007772,0.0040664982801124,-0.0194563884288072,0.4934334456920624,-0.6814164428999561,7.515622283540692,-1.2010849282787457,0.0,-0.024241072254173268,0.2947062546309975,-0.007145395282319417,0.000134405
2024-04-23 21:00:45.829163812,0.0078125,-0.017578125,1.05517578125,1.99686633462386,-0.3771498695745739,0.1090724407552172,-0.0054734149464002,0.0038591965713258,-0.5661589335388619,0.824268894417938,0.1277072569905919,-0.3795518534203653,0.0026014968234718,-0.0652483329176902,0.5971655249595642,-0.183251790099794,0.0,-1.203678668250483,-0.0758735635923341,-0.04254807942106642,0.4000982457552737,-0.01703369209678729,0.034185029
