st_angle, drive_speed
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.043518, 5.500000
-0.043518, 5.500000
-0.046420, 5.500000
-0.046420, 5.500000
-0.046420, 5.500000
-0.046420, 5.500000
-0.046420, 5.500000
-0.049321, 5.500000
-0.049321, 5.500000
-0.049321, 5.500000
-0.049321, 5.500000
-0.049321, 5.500000
-0.050772, 5.500000
-0.050772, 5.500000
-0.050772, 5.500000
-0.049321, 5.500000
-0.049321, 5.500000
-0.050772, 5.500000
-0.050772, 5.500000
-0.050772, 5.500000
-0.049321, 5.500000
-0.049321, 5.500000
-0.052222, 5.500000
-0.052222, 5.500000
-0.052222, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.053673, 5.500000
-0.053673, 5.500000
-0.053673, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.053673, 5.500000
-0.053673, 5.500000
-0.053673, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.056574, 5.500000
-0.056574, 5.500000
-0.056574, 5.500000
-0.056574, 5.500000
-0.056574, 5.500000
-0.059475, 5.500000
-0.059475, 5.500000
-0.059475, 5.500000
-0.059475, 5.500000
-0.059475, 5.500000
-0.056574, 5.500000
-0.056574, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.056574, 5.500000
-0.056574, 5.500000
-0.056574, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.056574, 5.500000
-0.056574, 5.500000
-0.056574, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.053673, 5.500000
-0.053673, 5.500000
-0.053673, 5.500000
-0.053673, 5.500000
-0.053673, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.050772, 5.500000
-0.050772, 5.500000
-0.052222, 5.500000
-0.052222, 5.500000
-0.052222, 5.500000
-0.049321, 5.500000
-0.049321, 5.500000
-0.052222, 5.500000
-0.052222, 5.500000
-0.052222, 5.500000
-0.050772, 5.500000
-0.050772, 5.500000
-0.047870, 5.500000
-0.047870, 5.500000
-0.047870, 5.500000
-0.046420, 5.500000
-0.046420, 5.500000
-0.049321, 5.500000
-0.049321, 5.500000
-0.049321, 5.500000
-0.046420, 5.500000
-0.046420, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.043518, 5.500000
-0.043518, 5.500000
