px, py, yaw, odom_speed
8.733566, -0.084701, 0.178009, 2.303664
8.756131, -0.079562, 0.189639, 2.324887
8.756131, -0.079562, 0.189639, 2.324887
8.756131, -0.079562, 0.189639, 2.324887
8.778794, -0.073939, 0.203113, 2.345101
8.778794, -0.073939, 0.203113, 2.345101
8.801337, -0.067819, 0.219052, 2.327013
8.801337, -0.067819, 0.219052, 2.327013
8.801337, -0.067819, 0.219052, 2.327013
8.823737, -0.061152, 0.237219, 2.347126
8.823737, -0.061152, 0.237219, 2.347126
8.846145, -0.053856, 0.257156, 2.366282
8.846145, -0.053856, 0.257156, 2.366282
8.846145, -0.053856, 0.257156, 2.366282
8.868521, -0.045887, 0.279064, 2.384528
8.868521, -0.045887, 0.279064, 2.384528
8.890824, -0.037210, 0.302931, 2.401906
8.890824, -0.037210, 0.302931, 2.401906
8.890824, -0.037210, 0.302931, 2.401906
8.913018, -0.027813, 0.328530, 2.418458
8.913018, -0.027813, 0.328530, 2.418458
8.935079, -0.017715, 0.355309, 2.434223
8.935079, -0.017715, 0.355309, 2.434223
8.935079, -0.017715, 0.355309, 2.434223
8.956983, -0.006926, 0.382929, 2.449238
8.956983, -0.006926, 0.382929, 2.449238
8.978703, 0.004544, 0.411167, 2.463539
8.978703, 0.004544, 0.411167, 2.463539
8.978703, 0.004544, 0.411167, 2.463539
9.000267, 0.016717, 0.439673, 2.489048
9.000267, 0.016717, 0.439673, 2.489048
9.021698, 0.029611, 0.468294, 2.513344
9.021698, 0.029611, 0.468294, 2.513344
9.021698, 0.029611, 0.468294, 2.513344
9.042964, 0.043222, 0.497119, 2.536484
9.042964, 0.043222, 0.497119, 2.536484
9.064032, 0.057543, 0.526197, 2.558525
9.064032, 0.057543, 0.526197, 2.558525
9.064032, 0.057543, 0.526197, 2.558525
9.084869, 0.072568, 0.555551, 2.579517
9.084869, 0.072568, 0.555551, 2.579517
9.105449, 0.088283, 0.585049, 2.599511
9.105449, 0.088283, 0.585049, 2.599511
9.105449, 0.088283, 0.585049, 2.599511
9.125761, 0.104656, 0.614365, 2.618554
9.125761, 0.104656, 0.614365, 2.618554
9.145754, 0.121706, 0.643978, 2.636692
9.145754, 0.121706, 0.643978, 2.636692
9.145754, 0.121706, 0.643978, 2.636692
9.165039, 0.139110, 0.675517, 2.558941
9.165039, 0.139110, 0.675517, 2.558941
9.183389, 0.156602, 0.708625, 2.511437
9.183389, 0.156602, 0.708625, 2.511437
9.183389, 0.156602, 0.708625, 2.511437
9.200993, 0.174424, 0.741636, 2.499003
9.200993, 0.174424, 0.741636, 2.499003
9.218042, 0.192710, 0.772949, 2.501341
9.218042, 0.192710, 0.772949, 2.501341
9.218042, 0.192710, 0.772949, 2.501341
9.234647, 0.211494, 0.801963, 2.512941
9.234647, 0.211494, 0.801963, 2.512941
9.250875, 0.230756, 0.828621, 2.524475
9.250875, 0.230756, 0.828621, 2.524475
9.250875, 0.230756, 0.828621, 2.524475
9.266793, 0.250485, 0.852903, 2.545505
9.266793, 0.250485, 0.852903, 2.545505
9.282492, 0.270705, 0.874755, 2.574498
9.282492, 0.270705, 0.874755, 2.574498
9.282492, 0.270705, 0.874755, 2.574498
9.298056, 0.291432, 0.894237, 2.609565
9.298056, 0.291432, 0.894237, 2.609565
9.313533, 0.312635, 0.911518, 2.640569
9.313533, 0.312635, 0.911518, 2.640569
9.313533, 0.312635, 0.911518, 2.640569
9.328971, 0.334282, 0.926685, 2.676993
9.328971, 0.334282, 0.926685, 2.676993
9.344433, 0.356375, 0.939746, 2.716230
9.344433, 0.356375, 0.939746, 2.716230
9.344433, 0.356375, 0.939746, 2.716230
9.359966, 0.378927, 0.950961, 2.760592
9.359966, 0.378927, 0.950961, 2.760592
9.375586, 0.402013, 0.961134, 2.814213
9.375586, 0.402013, 0.961134, 2.814213
9.375586, 0.402013, 0.961134, 2.814213
9.391326, 0.425659, 0.970391, 2.866922
9.391326, 0.425659, 0.970391, 2.866922
9.407191, 0.449914, 0.979236, 2.929733
9.407191, 0.449914, 0.979236, 2.929733
9.407191, 0.449914, 0.979236, 2.929733
9.423256, 0.474860, 0.987518, 3.004524
9.423256, 0.474860, 0.987518, 3.004524
9.439493, 0.500534, 0.995872, 3.070899
9.439493, 0.500534, 0.995872, 3.070899
9.439493, 0.500534, 0.995872, 3.070899
9.455854, 0.526939, 1.004736, 3.141840
9.455854, 0.526939, 1.004736, 3.141840
9.472377, 0.554111, 1.013737, 3.218413
9.472377, 0.554111, 1.013737, 3.218413
9.472377, 0.554111, 1.013737, 3.218413
9.489069, 0.582106, 1.022994, 3.300393
9.489069, 0.582106, 1.022994, 3.300393
9.505468, 0.610198, 1.033654, 3.205293
9.505468, 0.610198, 1.033654, 3.205293
9.505468, 0.610198, 1.033654, 3.205293
9.521078, 0.637648, 1.046939, 3.110193
9.521078, 0.637648, 1.046939, 3.110193
9.535948, 0.664422, 1.061627, 3.015093
9.535948, 0.664422, 1.061627, 3.015093
9.535948, 0.664422, 1.061627, 3.015093
9.550022, 0.690547, 1.078098, 2.919993
9.550022, 0.690547, 1.078098, 2.919993
9.563661, 0.716902, 1.094303, 3.015093
9.563661, 0.716902, 1.094303, 3.015093
9.563661, 0.716902, 1.094303, 3.015093
9.577268, 0.744339, 1.108890, 3.110193
9.577268, 0.744339, 1.108890, 3.110193
9.590827, 0.772857, 1.122913, 3.205293
9.590827, 0.772857, 1.122913, 3.205293
9.590827, 0.772857, 1.122913, 3.205293
9.604368, 0.802433, 1.136386, 3.300393
9.604368, 0.802433, 1.136386, 3.300393
9.617933, 0.833041, 1.149101, 3.395493
9.617933, 0.833041, 1.149101, 3.395493
9.617933, 0.833041, 1.149101, 3.395493
9.631560, 0.864660, 1.160855, 3.490593
9.631560, 0.864660, 1.160855, 3.490593
9.645287, 0.897270, 1.171458, 3.585693
9.645287, 0.897270, 1.171458, 3.585693
9.645287, 0.897270, 1.171458, 3.585693
9.659129, 0.930840, 1.180951, 3.676718
9.659129, 0.930840, 1.180951, 3.676718
9.673050, 0.965338, 1.189892, 3.763415
9.673050, 0.965338, 1.189892, 3.763415
9.673050, 0.965338, 1.189892, 3.763415
9.687040, 1.000719, 1.198331, 3.845990
9.687040, 1.000719, 1.198331, 3.845990
9.701058, 1.036955, 1.206666, 3.924638
9.701058, 1.036955, 1.206666, 3.924638
9.701058, 1.036955, 1.206666, 3.924638
9.715097, 1.074006, 1.214810, 3.999546
9.715097, 1.074006, 1.214810, 3.999546
9.729116, 1.111844, 1.223083, 4.070893
9.729116, 1.111844, 1.223083, 4.070893
9.729116, 1.111844, 1.223083, 4.070893
9.743108, 1.150435, 1.231320, 4.138847
9.743108, 1.150435, 1.231320, 4.138847
9.757032, 1.189754, 1.239801, 4.203570
9.757032, 1.189754, 1.239801, 4.203570
9.757032, 1.189754, 1.239801, 4.203570
9.770884, 1.229768, 1.248315, 4.265215
9.770884, 1.229768, 1.248315, 4.265215
9.784622, 1.270457, 1.257129, 4.323929
9.784622, 1.270457, 1.257129, 4.323929
9.784622, 1.270457, 1.257129, 4.323929
9.798244, 1.311789, 1.266002, 4.379851
9.798244, 1.311789, 1.266002, 4.379851
9.811707, 1.353746, 1.275194, 4.433114
9.811707, 1.353746, 1.275194, 4.433114
9.811707, 1.353746, 1.275194, 4.433114
9.825010, 1.396300, 1.284450, 4.483845
9.825010, 1.396300, 1.284450, 4.483845
9.838112, 1.439434, 1.294030, 4.532163
9.838112, 1.439434, 1.294030, 4.532163
9.838112, 1.439434, 1.294030, 4.532163
9.851011, 1.483121, 1.303667, 4.578184
9.851011, 1.483121, 1.303667, 4.578184
9.863668, 1.527347, 1.313625, 4.622016
9.863668, 1.527347, 1.313625, 4.622016
9.863668, 1.527347, 1.313625, 4.622016
9.876104, 1.572079, 1.323366, 4.663764
9.876104, 1.572079, 1.323366, 4.663764
9.888341, 1.617288, 1.332479, 4.703527
9.888341, 1.617288, 1.332479, 4.703527
9.888341, 1.617288, 1.332479, 4.703527
9.900341, 1.662963, 1.341371, 4.741399
9.900341, 1.662963, 1.341371, 4.741399
9.912110, 1.709079, 1.349864, 4.777471
9.912110, 1.709079, 1.349864, 4.777471
9.912110, 1.709079, 1.349864, 4.777471
9.923615, 1.755625, 1.358327, 4.811827
9.923615, 1.755625, 1.358327, 4.811827
9.934864, 1.802578, 1.366541, 4.844550
9.934864, 1.802578, 1.366541, 4.844550
9.934864, 1.802578, 1.366541, 4.844550
9.945825, 1.849927, 1.374848, 4.875716
9.945825, 1.849927, 1.374848, 4.875716
9.956509, 1.897651, 1.382997, 4.905401
9.956509, 1.897651, 1.382997, 4.905401
9.956509, 1.897651, 1.382997, 4.905401
9.966885, 1.945740, 1.391316, 4.933674
9.966885, 1.945740, 1.391316, 4.933674
9.976965, 1.994173, 1.399531, 4.960603
9.976965, 1.994173, 1.399531, 4.960603
9.976965, 1.994173, 1.399531, 4.960603
9.986717, 2.042942, 1.407959, 4.986251
9.986717, 2.042942, 1.407959, 4.986251
9.996156, 2.092027, 1.416312, 5.010680
9.996156, 2.092027, 1.416312, 5.010680
9.996156, 2.092027, 1.416312, 5.010680
10.005248, 2.141420, 1.424901, 5.033947
10.005248, 2.141420, 1.424901, 5.033947
10.014009, 2.191104, 1.433427, 5.056108
10.014009, 2.191104, 1.433427, 5.056108
10.014009, 2.191104, 1.433427, 5.056108
10.022406, 2.241070, 1.442200, 5.077215
10.022406, 2.241070, 1.442200, 5.077215
10.030454, 2.291301, 1.450913, 5.097319
10.030454, 2.291301, 1.450913, 5.097319
10.030454, 2.291301, 1.450913, 5.097319
10.038120, 2.341792, 1.459875, 5.116466
10.038120, 2.341792, 1.459875, 5.116466
10.045421, 2.392525, 1.468776, 5.134703
10.045421, 2.392525, 1.468776, 5.134703
10.045421, 2.392525, 1.468776, 5.134703
10.052324, 2.443493, 1.477925, 5.152073
10.052324, 2.443493, 1.477925, 5.152073
10.058844, 2.494683, 1.487007, 5.168617
10.058844, 2.494683, 1.487007, 5.168617
10.058844, 2.494683, 1.487007, 5.168617
10.064949, 2.546086, 1.496333, 5.184374
10.064949, 2.546086, 1.496333, 5.184374
10.070656, 2.597690, 1.505586, 5.199382
10.070656, 2.597690, 1.505586, 5.199382
10.070656, 2.597690, 1.505586, 5.199382
10.075932, 2.649487, 1.515079, 5.213677
10.075932, 2.649487, 1.515079, 5.213677
10.080795, 2.701465, 1.524491, 5.227291
10.080795, 2.701465, 1.524491, 5.227291
10.080795, 2.701465, 1.524491, 5.227291
10.085211, 2.753616, 1.534139, 5.240259
10.085211, 2.753616, 1.534139, 5.240259
10.089200, 2.805928, 1.543699, 5.252609
10.089200, 2.805928, 1.543699, 5.252609
10.089200, 2.805928, 1.543699, 5.252609
10.092728, 2.858395, 1.553490, 5.264373
10.092728, 2.858395, 1.553490, 5.264373
10.095814, 2.911004, 1.563188, 5.275577
10.095814, 2.911004, 1.563188, 5.275577
10.095814, 2.911004, 1.563188, 5.275577
10.098426, 2.963748, 1.573111, 5.286248
10.098426, 2.963748, 1.573111, 5.286248
10.100583, 3.016617, 1.582935, 5.296412
10.100583, 3.016617, 1.582935, 5.296412
10.100583, 3.016617, 1.582935, 5.296412
10.102253, 3.069603, 1.592980, 5.306093
10.102253, 3.069603, 1.592980, 5.306093
10.103481, 3.122696, 1.602612, 5.315313
10.103481, 3.122696, 1.602612, 5.315313
10.104310, 3.175886, 1.611342, 5.324095
10.104310, 3.175886, 1.611342, 5.324095
10.104710, 3.229168, 1.619643, 5.332459
10.104710, 3.229168, 1.619643, 5.332459
10.104710, 3.229168, 1.619643, 5.332459
10.104705, 3.282532, 1.627313, 5.340426
10.104705, 3.282532, 1.627313, 5.340426
10.104269, 3.335972, 1.634781, 5.348013
10.104269, 3.335972, 1.634781, 5.348013
10.104269, 3.335972, 1.634781, 5.348013
10.103431, 3.389482, 1.641801, 5.355240
10.103431, 3.389482, 1.641801, 5.355240
10.102168, 3.443054, 1.648770, 5.362124
10.102168, 3.443054, 1.648770, 5.362124
10.102168, 3.443054, 1.648770, 5.362124
10.100509, 3.496682, 1.655415, 5.368680
10.100509, 3.496682, 1.655415, 5.368680
10.098432, 3.550360, 1.662108, 5.374924
10.098432, 3.550360, 1.662108, 5.374924
10.098432, 3.550360, 1.662108, 5.374924
10.095969, 3.604082, 1.668556, 5.380871
10.095969, 3.604082, 1.668556, 5.380871
10.093121, 3.657339, 1.676255, 5.285771
10.093121, 3.657339, 1.676255, 5.285771
10.093121, 3.657339, 1.676255, 5.285771
10.089997, 3.709628, 1.685158, 5.190671
10.089997, 3.709628, 1.685158, 5.190671
10.086667, 3.760951, 1.694242, 5.095571
10.086667, 3.760951, 1.694242, 5.095571
10.086667, 3.760951, 1.694242, 5.095571
10.083047, 3.811301, 1.704408, 5.000471
10.083047, 3.811301, 1.704408, 5.000471
10.079032, 3.860667, 1.716760, 4.905371
10.079032, 3.860667, 1.716760, 4.905371
10.079032, 3.860667, 1.716760, 4.905371
10.074564, 3.909039, 1.731719, 4.810271
10.074564, 3.909039, 1.731719, 4.810271
10.069722, 3.956420, 1.747926, 4.715171
10.069722, 3.956420, 1.747926, 4.715171
10.069722, 3.956420, 1.747926, 4.715171
10.064563, 4.002810, 1.764387, 4.620071
10.064563, 4.002810, 1.764387, 4.620071
10.059029, 4.048198, 1.781566, 4.524971
10.059029, 4.048198, 1.781566, 4.524971
10.059029, 4.048198, 1.781566, 4.524971
10.053177, 4.092588, 1.798507, 4.429871
10.053177, 4.092588, 1.798507, 4.429871
10.047087, 4.135986, 1.814076, 4.334771
10.047087, 4.135986, 1.814076, 4.334771
10.047087, 4.135986, 1.814076, 4.334771
10.040831, 4.178399, 1.827389, 4.239671
10.040831, 4.178399, 1.827389, 4.239671
10.034441, 4.219831, 1.838197, 4.144571
10.034441, 4.219831, 1.838197, 4.144571
10.034441, 4.219831, 1.838197, 4.144571
10.027856, 4.260268, 1.847505, 4.049471
10.027856, 4.260268, 1.847505, 4.049471
10.021143, 4.299720, 1.854758, 3.954371
10.021143, 4.299720, 1.854758, 3.954371
10.021143, 4.299720, 1.854758, 3.954371
10.014398, 4.338202, 1.859156, 3.859271
10.014398, 4.338202, 1.859156, 3.859271
10.007674, 4.375721, 1.860540, 3.764171
10.007674, 4.375721, 1.860540, 3.764171
10.007674, 4.375721, 1.860540, 3.764171
10.000934, 4.412271, 1.859992, 3.669071
10.000934, 4.412271, 1.859992, 3.669071
9.994264, 4.447867, 1.857023, 3.573971
9.994264, 4.447867, 1.857023, 3.573971
9.994264, 4.447867, 1.857023, 3.573971
9.987739, 4.482522, 1.851363, 3.478871
9.987739, 4.482522, 1.851363, 3.478871
9.981337, 4.516233, 1.844024, 3.383771
9.981337, 4.516233, 1.844024, 3.383771
9.981337, 4.516233, 1.844024, 3.383771
9.975118, 4.549010, 1.834914, 3.288671
9.975118, 4.549010, 1.834914, 3.288671
9.969075, 4.580853, 1.824810, 3.193571
9.969075, 4.580853, 1.824810, 3.193571
9.969075, 4.580853, 1.824810, 3.193571
9.963084, 4.612645, 1.813640, 3.276633
9.963084, 4.612645, 1.813640, 3.276633
9.956970, 4.645234, 1.802359, 3.354905
9.956970, 4.645234, 1.802359, 3.354905
9.956970, 4.645234, 1.802359, 3.354905
9.950737, 4.678572, 1.791735, 3.428229
9.950737, 4.678572, 1.791735, 3.428229
9.944384, 4.712600, 1.782330, 3.494951
9.944384, 4.712600, 1.782330, 3.494951
9.944384, 4.712600, 1.782330, 3.494951
9.937915, 4.747254, 1.774334, 3.555678
9.937915, 4.747254, 1.774334, 3.555678
9.931386, 4.782494, 1.767243, 3.612239
9.931386, 4.782494, 1.767243, 3.612239
9.931386, 4.782494, 1.767243, 3.612239
9.924785, 4.818280, 1.761334, 3.665648
9.924785, 4.818280, 1.761334, 3.665648
9.918096, 4.854562, 1.756787, 3.713168
9.918096, 4.854562, 1.756787, 3.713168
9.918096, 4.854562, 1.756787, 3.713168
9.911359, 4.891308, 1.753051, 3.758398
9.911359, 4.891308, 1.753051, 3.758398
9.904569, 4.928486, 1.750175, 3.800292
9.904569, 4.928486, 1.750175, 3.800292
9.904569, 4.928486, 1.750175, 3.800292
9.897760, 4.966054, 1.747703, 3.835597
9.897760, 4.966054, 1.747703, 3.835597
9.890924, 5.003951, 1.745777, 3.866222
9.890924, 5.003951, 1.745777, 3.866222
9.890924, 5.003951, 1.745777, 3.866222
9.884093, 5.042151, 1.744000, 3.895015
9.884093, 5.042151, 1.744000, 3.895015
9.877252, 5.080617, 1.742587, 3.918932
9.877252, 5.080617, 1.742587, 3.918932
9.877252, 5.080617, 1.742587, 3.918932
9.870429, 5.119319, 1.741173, 3.940682
9.870429, 5.119319, 1.741173, 3.940682
9.863607, 5.158224, 1.740020, 3.959067
9.863607, 5.158224, 1.740020, 3.959067
9.863607, 5.158224, 1.740020, 3.959067
9.856818, 5.197290, 1.738774, 3.971218
9.856818, 5.197290, 1.738774, 3.971218
9.850045, 5.236470, 1.737727, 3.981050
9.850045, 5.236470, 1.737727, 3.981050
9.850045, 5.236470, 1.737727, 3.981050
9.843318, 5.275736, 1.736535, 3.986532
9.843318, 5.275736, 1.736535, 3.986532
9.836616, 5.315057, 1.735515, 3.991076
9.836616, 5.315057, 1.735515, 3.991076
9.836616, 5.315057, 1.735515, 3.991076
9.829967, 5.354417, 1.734328, 3.992523
9.829967, 5.354417, 1.734328, 3.992523
9.823358, 5.393736, 1.733294, 3.981496
9.823358, 5.393736, 1.733294, 3.981496
9.823358, 5.393736, 1.733294, 3.981496
9.816865, 5.432906, 1.731691, 3.959545
9.816865, 5.432906, 1.731691, 3.959545
9.810545, 5.471879, 1.729019, 3.936802
9.810545, 5.471879, 1.729019, 3.936802
9.810545, 5.471879, 1.729019, 3.936802
9.804369, 5.510644, 1.725870, 3.914037
9.804369, 5.510644, 1.725870, 3.914037
9.798369, 5.549168, 1.722013, 3.883521
9.798369, 5.549168, 1.722013, 3.883521
9.798369, 5.549168, 1.722013, 3.883521
9.792528, 5.587391, 1.717930, 3.849943
9.792528, 5.587391, 1.717930, 3.849943
9.786887, 5.625259, 1.713299, 3.807313
9.786887, 5.625259, 1.713299, 3.807313
9.786887, 5.625259, 1.713299, 3.807313
9.781419, 5.662763, 1.708608, 3.772632
9.781419, 5.662763, 1.708608, 3.772632
9.776161, 5.699902, 1.703525, 3.729213
9.776161, 5.699902, 1.703525, 3.729213
9.776161, 5.699902, 1.703525, 3.729213
9.771094, 5.736599, 1.698450, 3.679896
9.771094, 5.736599, 1.698450, 3.679896
9.766254, 5.772863, 1.693040, 3.637286
9.766254, 5.772863, 1.693040, 3.637286
9.766254, 5.772863, 1.693040, 3.637286
9.761607, 5.808740, 1.687782, 3.597944
9.761607, 5.808740, 1.687782, 3.597944
9.757187, 5.844222, 1.682285, 3.553284
9.757187, 5.844222, 1.682285, 3.553284
9.757187, 5.844222, 1.682285, 3.553284
9.752969, 5.879274, 1.676949, 3.507685
9.752969, 5.879274, 1.676949, 3.507685
9.748989, 5.913873, 1.671364, 3.457824
9.748989, 5.913873, 1.671364, 3.457824
9.748989, 5.913873, 1.671364, 3.457824
9.745215, 5.948024, 1.665979, 3.413946
9.745215, 5.948024, 1.665979, 3.413946
9.741676, 5.981762, 1.660432, 3.370782
9.741676, 5.981762, 1.660432, 3.370782
9.741676, 5.981762, 1.660432, 3.370782
9.738339, 6.015070, 1.655122, 3.324157
9.738339, 6.015070, 1.655122, 3.324157
9.735235, 6.047979, 1.649683, 3.286737
9.735235, 6.047979, 1.649683, 3.286737
9.735235, 6.047979, 1.649683, 3.286737
9.732328, 6.080489, 1.644516, 3.241238
9.732328, 6.080489, 1.644516, 3.241238
9.729652, 6.112540, 1.639159, 3.191370
9.729652, 6.112540, 1.639159, 3.191370
9.729652, 6.112540, 1.639159, 3.191370
9.727170, 6.144126, 1.634043, 3.145363
9.727170, 6.144126, 1.634043, 3.145363
9.724908, 6.175326, 1.628847, 3.110948
9.724908, 6.175326, 1.628847, 3.110948
9.724908, 6.175326, 1.628847, 3.110948
9.722799, 6.206148, 1.624331, 3.067916
9.722799, 6.206148, 1.624331, 3.067916
9.720788, 6.236594, 1.620937, 3.034424
9.720788, 6.236594, 1.620937, 3.034424
9.720788, 6.236594, 1.620937, 3.034424
9.718912, 6.266682, 1.618006, 2.994923
9.718912, 6.266682, 1.618006, 2.994923
9.717137, 6.296370, 1.615724, 2.953341
9.717137, 6.296370, 1.615724, 2.953341
9.717137, 6.296370, 1.615724, 2.953341
9.715493, 6.325660, 1.613566, 2.913779
9.715493, 6.325660, 1.613566, 2.913779
9.713942, 6.354567, 1.611856, 2.876098
9.713942, 6.354567, 1.611856, 2.876098
9.713942, 6.354567, 1.611856, 2.876098
9.712507, 6.383118, 1.610142, 2.841152
9.712507, 6.383118, 1.610142, 2.841152
9.711152, 6.411295, 1.608764, 2.800921
9.711152, 6.411295, 1.608764, 2.800921
9.711152, 6.411295, 1.608764, 2.800921
9.709902, 6.439079, 1.607285, 2.761337
9.709902, 6.439079, 1.607285, 2.761337
9.708719, 6.466457, 1.606083, 2.719389
9.708719, 6.466457, 1.606083, 2.719389
9.708719, 6.466457, 1.606083, 2.719389
9.707630, 6.493440, 1.604747, 2.681654
9.707630, 6.493440, 1.604747, 2.681654
9.706595, 6.520081, 1.603681, 2.650590
9.706595, 6.520081, 1.603681, 2.650590
9.706595, 6.520081, 1.603681, 2.650590
9.705640, 6.546386, 1.602477, 2.613874
9.705640, 6.546386, 1.602477, 2.613874
9.704731, 6.572336, 1.601513, 2.579397
9.704731, 6.572336, 1.601513, 2.579397
9.704731, 6.572336, 1.601513, 2.579397
9.703892, 6.597954, 1.600393, 2.546865
9.703892, 6.597954, 1.600393, 2.546865
9.703061, 6.623262, 1.599847, 2.517535
9.703061, 6.623262, 1.599847, 2.517535
9.703061, 6.623262, 1.599847, 2.517535
9.702189, 6.648255, 1.600259, 2.484020
9.702189, 6.648255, 1.600259, 2.484020
9.701342, 6.672912, 1.600619, 2.450324
9.701342, 6.672912, 1.600619, 2.450324
9.701342, 6.672912, 1.600619, 2.450324
9.700570, 6.697248, 1.600364, 2.419402
9.700570, 6.697248, 1.600364, 2.419402
9.699801, 6.721292, 1.600384, 2.391726
9.699801, 6.721292, 1.600384, 2.391726
9.699801, 6.721292, 1.600384, 2.391726
9.698985, 6.745032, 1.601155, 2.359066
9.698985, 6.745032, 1.601155, 2.359066
9.698159, 6.768456, 1.602075, 2.328623
9.698159, 6.768456, 1.602075, 2.328623
9.698159, 6.768456, 1.602075, 2.328623
9.697298, 6.791535, 1.603404, 2.290479
9.697298, 6.791535, 1.603404, 2.290479
9.696434, 6.814271, 1.604658, 2.259978
9.696434, 6.814271, 1.604658, 2.259978
9.696434, 6.814271, 1.604658, 2.259978
9.695533, 6.836747, 1.606160, 2.238738
9.695533, 6.836747, 1.606160, 2.238738
9.694625, 6.859008, 1.607498, 2.217205
9.694625, 6.859008, 1.607498, 2.217205
9.694625, 6.859008, 1.607498, 2.217205
9.693669, 6.881345, 1.608971, 2.254427
9.693669, 6.881345, 1.608971, 2.254427
9.692677, 6.904045, 1.610247, 2.289879
9.692677, 6.904045, 1.610247, 2.289879
9.692677, 6.904045, 1.610247, 2.289879
9.691629, 6.927089, 1.611646, 2.323645
9.691629, 6.927089, 1.611646, 2.323645
9.690546, 6.950461, 1.612895, 2.355806
9.690546, 6.950461, 1.612895, 2.355806
9.690546, 6.950461, 1.612895, 2.355806
9.689407, 6.974145, 1.614298, 2.386437
9.689407, 6.974145, 1.614298, 2.386437
9.688257, 6.998128, 1.615303, 2.415612
9.688257, 6.998128, 1.615303, 2.415612
9.688257, 6.998128, 1.615303, 2.415612
9.687138, 7.022397, 1.615596, 2.443400
9.687138, 7.022397, 1.615596, 2.443400
9.685999, 7.046937, 1.615940, 2.469866
9.685999, 7.046937, 1.615940, 2.469866
9.685999, 7.046937, 1.615940, 2.469866
9.684773, 7.071731, 1.617051, 2.495074
9.684773, 7.071731, 1.617051, 2.495074
9.683397, 7.096705, 1.619462, 2.507196
9.683397, 7.096705, 1.619462, 2.507196
9.683397, 7.096705, 1.619462, 2.507196
9.681811, 7.121784, 1.623543, 2.518741
9.681811, 7.121784, 1.623543, 2.518741
9.679981, 7.146960, 1.629219, 2.529737
9.679981, 7.146960, 1.629219, 2.529737
9.679981, 7.146960, 1.629219, 2.529737
9.677945, 7.172228, 1.635679, 2.540211
9.677945, 7.172228, 1.635679, 2.540211
9.675680, 7.197579, 1.642931, 2.550186
9.675680, 7.197579, 1.642931, 2.550186
9.675680, 7.197579, 1.642931, 2.550186
9.673242, 7.223012, 1.650152, 2.559687
9.673242, 7.223012, 1.650152, 2.559687
9.670672, 7.248525, 1.656858, 2.568737
9.670672, 7.248525, 1.656858, 2.568737
9.670672, 7.248525, 1.656858, 2.568737
9.667976, 7.273765, 1.663775, 2.508113
9.667976, 7.273765, 1.663775, 2.508113
9.665215, 7.298447, 1.670641, 2.459020
9.665215, 7.298447, 1.670641, 2.459020
9.665215, 7.298447, 1.670641, 2.459020
9.662340, 7.322668, 1.677701, 2.419264
9.662340, 7.322668, 1.677701, 2.419264
9.659372, 7.346516, 1.684453, 2.387070
9.659372, 7.346516, 1.684453, 2.387070
9.659372, 7.346516, 1.684453, 2.387070
9.656271, 7.370053, 1.691246, 2.361000
9.656271, 7.370053, 1.691246, 2.361000
9.653059, 7.393337, 1.697684, 2.339887
9.653059, 7.393337, 1.697684, 2.339887
9.653059, 7.393337, 1.697684, 2.339887
9.649703, 7.416407, 1.704147, 2.322791
9.649703, 7.416407, 1.704147, 2.322791
9.646256, 7.439308, 1.709966, 2.308946
9.646256, 7.439308, 1.709966, 2.308946
9.646256, 7.439308, 1.709966, 2.308946
9.642760, 7.462074, 1.714821, 2.297734
9.642760, 7.462074, 1.714821, 2.297734
9.639176, 7.484725, 1.719353, 2.288655
9.639176, 7.484725, 1.719353, 2.288655
9.639176, 7.484725, 1.719353, 2.288655
9.635528, 7.507281, 1.723384, 2.281303
9.635528, 7.507281, 1.723384, 2.281303
9.631786, 7.529755, 1.727381, 2.275349
9.631786, 7.529755, 1.727381, 2.275349
9.631786, 7.529755, 1.727381, 2.275349
9.627953, 7.552298, 1.731012, 2.297919
9.627953, 7.552298, 1.731012, 2.297919
9.623958, 7.575036, 1.734910, 2.319415
9.623958, 7.575036, 1.734910, 2.319415
9.623958, 7.575036, 1.734910, 2.319415
9.619741, 7.597948, 1.739745, 2.339890
9.619741, 7.597948, 1.739745, 2.339890
9.615246, 7.621010, 1.745949, 2.359390
9.615246, 7.621010, 1.745949, 2.359390
9.615246, 7.621010, 1.745949, 2.359390
9.610419, 7.644200, 1.753808, 2.377964
9.610419, 7.644200, 1.753808, 2.377964
9.605209, 7.667492, 1.763515, 2.395654
9.605209, 7.667492, 1.763515, 2.395654
9.605209, 7.667492, 1.763515, 2.395654
9.599598, 7.690639, 1.775676, 2.367951
9.599598, 7.690639, 1.775676, 2.367951
9.593538, 7.713624, 1.790067, 2.386117
9.593538, 7.713624, 1.790067, 2.386117
9.593538, 7.713624, 1.790067, 2.386117
9.586981, 7.736431, 1.806794, 2.360228
9.586981, 7.736431, 1.806794, 2.360228
9.579880, 7.759036, 1.825651, 2.378761
9.579880, 7.759036, 1.825651, 2.378761
9.579880, 7.759036, 1.825651, 2.378761
9.572140, 7.781622, 1.846137, 2.396414
9.572140, 7.781622, 1.846137, 2.396414
9.563715, 7.804145, 1.868510, 2.413227
9.563715, 7.804145, 1.868510, 2.413227
9.563715, 7.804145, 1.868510, 2.413227
9.554575, 7.826565, 1.892795, 2.429240
9.554575, 7.826565, 1.892795, 2.429240
9.544707, 7.848845, 1.918783, 2.444493
9.544707, 7.848845, 1.918783, 2.444493
9.544707, 7.848845, 1.918783, 2.444493
