px, py, yaw, odom_speed
2.891004, -0.177513, -0.005947, 5.499980
2.891004, -0.177513, -0.005947, 5.499980
2.891004, -0.177513, -0.005947, 5.499980
2.946003, -0.177851, -0.006615, 5.499981
2.946003, -0.177851, -0.006615, 5.499981
3.001002, -0.178232, -0.007618, 5.499982
3.001002, -0.178232, -0.007618, 5.499982
3.001002, -0.178232, -0.007618, 5.499982
3.056000, -0.178630, -0.008584, 5.499983
3.056000, -0.178630, -0.008584, 5.499983
3.110998, -0.179074, -0.009825, 5.499984
3.110998, -0.179074, -0.009825, 5.499984
3.110998, -0.179074, -0.009825, 5.499984
3.165996, -0.179542, -0.010981, 5.499984
3.165996, -0.179542, -0.010981, 5.499984
3.220993, -0.180061, -0.012372, 5.499985
3.220993, -0.180061, -0.012372, 5.499985
3.220993, -0.180061, -0.012372, 5.499985
3.275991, -0.180584, -0.013323, 5.499986
3.275991, -0.180584, -0.013323, 5.499986
3.330988, -0.181061, -0.013312, 5.499986
3.330988, -0.181061, -0.013312, 5.499986
3.330988, -0.181061, -0.013312, 5.499986
3.385986, -0.181522, -0.012823, 5.499987
3.385986, -0.181522, -0.012823, 5.499987
3.440985, -0.181940, -0.011637, 5.499988
3.440985, -0.181940, -0.011637, 5.499988
3.440985, -0.181940, -0.011637, 5.499988
3.495983, -0.182338, -0.010195, 5.499988
3.495983, -0.182338, -0.010195, 5.499988
3.550982, -0.182684, -0.008241, 5.499989
3.550982, -0.182684, -0.008241, 5.499989
3.550982, -0.182684, -0.008241, 5.499989
3.605981, -0.183000, -0.006183, 5.499989
3.605981, -0.183000, -0.006183, 5.499989
3.660980, -0.183250, -0.003737, 5.499990
3.660980, -0.183250, -0.003737, 5.499990
3.660980, -0.183250, -0.003737, 5.499990
3.715980, -0.183456, -0.001291, 5.499990
3.715980, -0.183456, -0.001291, 5.499990
3.770979, -0.183582, 0.001458, 5.499991
3.770979, -0.183582, 0.001458, 5.499991
3.770979, -0.183582, 0.001458, 5.499991
3.825979, -0.183648, 0.004138, 5.499991
3.825979, -0.183648, 0.004138, 5.499991
3.880979, -0.183620, 0.007065, 5.499992
3.880979, -0.183620, 0.007065, 5.499992
3.880979, -0.183620, 0.007065, 5.499992
3.935979, -0.183517, 0.009879, 5.499992
3.935979, -0.183517, 0.009879, 5.499992
3.990979, -0.183307, 0.012902, 5.499992
3.990979, -0.183307, 0.012902, 5.499992
3.990979, -0.183307, 0.012902, 5.499992
4.045978, -0.183037, 0.015462, 5.499993
4.045978, -0.183037, 0.015462, 5.499993
4.100977, -0.182751, 0.017038, 5.499993
4.100977, -0.182751, 0.017038, 5.499993
4.100977, -0.182751, 0.017038, 5.499993
4.155976, -0.182417, 0.018117, 5.499993
4.155976, -0.182417, 0.018117, 5.499993
4.210975, -0.182062, 0.018483, 5.499994
4.210975, -0.182062, 0.018483, 5.499994
4.210975, -0.182062, 0.018483, 5.499994
4.265973, -0.181659, 0.018576, 5.499994
4.265973, -0.181659, 0.018576, 5.499994
4.320971, -0.181239, 0.018142, 5.499994
4.320971, -0.181239, 0.018142, 5.499994
4.320971, -0.181239, 0.018142, 5.499994
4.375969, -0.180780, 0.017591, 5.499995
4.375969, -0.180780, 0.017591, 5.499995
4.430967, -0.180315, 0.016642, 5.499995
4.430967, -0.180315, 0.016642, 5.499995
4.430967, -0.180315, 0.016642, 5.499995
4.485965, -0.179823, 0.015682, 5.499995
4.485965, -0.179823, 0.015682, 5.499995
4.540963, -0.179337, 0.014410, 5.499995
4.540963, -0.179337, 0.014410, 5.499995
4.540963, -0.179337, 0.014410, 5.499995
4.595961, -0.178837, 0.013199, 5.499996
4.595961, -0.178837, 0.013199, 5.499996
4.650959, -0.178357, 0.011735, 5.499996
4.650959, -0.178357, 0.011735, 5.499996
4.650959, -0.178357, 0.011735, 5.499996
4.705481, -0.177880, 0.010370, 5.404896
4.705481, -0.177880, 0.010370, 5.404896
4.759053, -0.177448, 0.008636, 5.309796
4.759053, -0.177448, 0.008636, 5.309796
4.759053, -0.177448, 0.008636, 5.309796
4.811673, -0.177030, 0.007014, 5.214696
4.811673, -0.177030, 0.007014, 5.214696
4.863344, -0.176669, 0.005024, 5.119596
4.863344, -0.176669, 0.005024, 5.119596
4.863344, -0.176669, 0.005024, 5.119596
4.914063, -0.176293, 0.003602, 5.024496
4.914063, -0.176293, 0.003602, 5.024496
4.963830, -0.175848, 0.003432, 4.929396
4.963830, -0.175848, 0.003432, 4.929396
4.963830, -0.175848, 0.003432, 4.929396
5.012646, -0.175385, 0.003812, 4.834296
5.012646, -0.175385, 0.003812, 4.834296
5.060511, -0.174872, 0.005058, 4.739196
5.060511, -0.174872, 0.005058, 4.739196
5.060511, -0.174872, 0.005058, 4.739196
5.107425, -0.174351, 0.006568, 4.644096
5.107425, -0.174351, 0.006568, 4.644096
5.153387, -0.173785, 0.008733, 4.548996
5.153387, -0.173785, 0.008733, 4.548996
5.153387, -0.173785, 0.008733, 4.548996
5.198398, -0.173244, 0.010556, 4.453896
5.198398, -0.173244, 0.010556, 4.453896
5.242459, -0.172783, 0.011334, 4.358796
5.242459, -0.172783, 0.011334, 4.358796
5.242459, -0.172783, 0.011334, 4.358796
5.285569, -0.172350, 0.011759, 4.263696
5.285569, -0.172350, 0.011759, 4.263696
5.327729, -0.171973, 0.011499, 4.168596
5.327729, -0.171973, 0.011499, 4.168596
5.327729, -0.171973, 0.011499, 4.168596
5.368938, -0.171607, 0.011146, 4.073496
5.368938, -0.171607, 0.011146, 4.073496
5.409196, -0.171289, 0.010296, 3.978396
5.409196, -0.171289, 0.010296, 3.978396
5.409196, -0.171289, 0.010296, 3.978396
5.448503, -0.170978, 0.009489, 3.883296
5.448503, -0.170978, 0.009489, 3.883296
5.486860, -0.170713, 0.008286, 3.788196
5.486860, -0.170713, 0.008286, 3.788196
5.486860, -0.170713, 0.008286, 3.788196
5.524265, -0.170457, 0.007201, 3.693096
5.524265, -0.170457, 0.007201, 3.693096
5.560720, -0.170249, 0.005777, 3.597996
5.560720, -0.170249, 0.005777, 3.597996
5.560720, -0.170249, 0.005777, 3.597996
5.596224, -0.170053, 0.004515, 3.502896
5.596224, -0.170053, 0.004515, 3.502896
5.631607, -0.169904, 0.003144, 3.573724
5.631607, -0.169904, 0.003144, 3.573724
5.631607, -0.169904, 0.003144, 3.573724
5.667670, -0.169776, 0.002076, 3.638957
5.667670, -0.169776, 0.002076, 3.638957
5.704361, -0.169690, 0.001008, 3.699349
5.704361, -0.169690, 0.001008, 3.699349
5.704361, -0.169690, 0.001008, 3.699349
5.741619, -0.169625, 0.000142, 3.752154
5.741619, -0.169625, 0.000142, 3.752154
5.779388, -0.169603, -0.000811, 3.801664
5.779388, -0.169603, -0.000811, 3.801664
5.779388, -0.169603, -0.000811, 3.801664
5.817631, -0.169603, -0.001608, 3.846895
5.817631, -0.169603, -0.001608, 3.846895
5.856315, -0.169646, -0.002533, 3.889971
5.856315, -0.169646, -0.002533, 3.889971
5.856315, -0.169646, -0.002533, 3.889971
5.895397, -0.169712, -0.003323, 3.926379
5.895397, -0.169712, -0.003323, 3.926379
5.934824, -0.169823, -0.004269, 3.958996
5.934824, -0.169823, -0.004269, 3.958996
5.934824, -0.169823, -0.004269, 3.958996
5.974555, -0.169934, -0.004811, 3.987348
5.974555, -0.169934, -0.004811, 3.987348
6.014563, -0.170000, -0.004539, 4.014309
6.014563, -0.170000, -0.004539, 4.014309
6.014563, -0.170000, -0.004539, 4.014309
6.054822, -0.170069, -0.004192, 4.037504
6.054822, -0.170069, -0.004192, 4.037504
6.095292, -0.170185, -0.004313, 4.056549
6.095292, -0.170185, -0.004313, 4.056549
6.095292, -0.170185, -0.004313, 4.056549
6.135930, -0.170320, -0.004530, 4.071070
6.135930, -0.170320, -0.004530, 4.071070
6.176700, -0.170499, -0.005107, 4.082905
6.176700, -0.170499, -0.005107, 4.082905
6.176700, -0.170499, -0.005107, 4.082905
6.217567, -0.170696, -0.005680, 4.090637
6.217567, -0.170696, -0.005680, 4.090637
6.258512, -0.170935, -0.006540, 4.098419
6.258512, -0.170935, -0.006540, 4.098419
6.258512, -0.170935, -0.006540, 4.098419
6.299515, -0.171192, -0.007333, 4.102407
6.299515, -0.171192, -0.007333, 4.102407
6.340544, -0.171494, -0.008370, 4.103701
6.340544, -0.171494, -0.008370, 4.103701
6.340544, -0.171494, -0.008370, 4.103701
6.381520, -0.171814, -0.009307, 4.091721
6.381520, -0.171814, -0.009307, 4.091721
6.422343, -0.172180, -0.010495, 4.073183
6.422343, -0.172180, -0.010495, 4.073183
6.422343, -0.172180, -0.010495, 4.073183
6.463000, -0.172538, -0.011219, 4.058450
6.463000, -0.172538, -0.011219, 4.058450
6.503474, -0.172838, -0.010969, 4.036622
6.503474, -0.172838, -0.010969, 4.036622
6.503474, -0.172838, -0.010969, 4.036622
6.543698, -0.173141, -0.010652, 4.008413
6.543698, -0.173141, -0.010652, 4.008413
6.583604, -0.173500, -0.010929, 3.973164
6.583604, -0.173500, -0.010929, 3.973164
6.583604, -0.173500, -0.010929, 3.973164
6.623160, -0.173849, -0.010954, 3.938232
6.623160, -0.173849, -0.010954, 3.938232
6.662361, -0.174132, -0.010133, 3.902338
6.662361, -0.174132, -0.010133, 3.902338
6.662361, -0.174132, -0.010133, 3.902338
6.701171, -0.174385, -0.009018, 3.859652
6.701171, -0.174385, -0.009018, 3.859652
6.739564, -0.174577, -0.007329, 3.819079
6.739564, -0.174577, -0.007329, 3.819079
6.739564, -0.174577, -0.007329, 3.819079
6.777517, -0.174737, -0.005558, 3.771608
6.777517, -0.174737, -0.005558, 3.771608
6.814976, -0.174831, -0.003357, 3.720299
6.814976, -0.174831, -0.003357, 3.720299
6.814976, -0.174831, -0.003357, 3.720299
6.851964, -0.174891, -0.001200, 3.677198
6.851964, -0.174891, -0.001200, 3.677198
6.888513, -0.174879, 0.001270, 3.632696
6.888513, -0.174879, 0.001270, 3.632696
6.888513, -0.174879, 0.001270, 3.632696
6.924590, -0.174825, 0.003628, 3.582640
6.924590, -0.174825, 0.003628, 3.582640
6.960208, -0.174694, 0.006249, 3.541129
6.960208, -0.174694, 0.006249, 3.541129
6.960208, -0.174694, 0.006249, 3.541129
6.995411, -0.174546, 0.008329, 3.499509
6.995411, -0.174546, 0.008329, 3.499509
7.030163, -0.174430, 0.009361, 3.450907
7.030163, -0.174430, 0.009361, 3.450907
7.030163, -0.174430, 0.009361, 3.450907
7.064432, -0.174304, 0.009989, 3.402904
7.064432, -0.174304, 0.009989, 3.402904
7.098238, -0.174196, 0.009973, 3.358249
7.098238, -0.174196, 0.009973, 3.358249
7.098238, -0.174196, 0.009973, 3.358249
7.131593, -0.174073, 0.009842, 3.312910
7.131593, -0.174073, 0.009842, 3.312910
7.164470, -0.173965, 0.009276, 3.262526
7.164470, -0.173965, 0.009276, 3.262526
7.164470, -0.173965, 0.009276, 3.262526
7.196920, -0.173844, 0.008746, 3.227535
7.196920, -0.173844, 0.008746, 3.227535
7.228967, -0.173742, 0.007894, 3.181824
7.228967, -0.173742, 0.007894, 3.181824
7.228967, -0.173742, 0.007894, 3.181824
7.260561, -0.173632, 0.007158, 3.137078
7.260561, -0.173632, 0.007158, 3.137078
7.291743, -0.173547, 0.006158, 3.099343
7.291743, -0.173547, 0.006158, 3.099343
7.291743, -0.173547, 0.006158, 3.099343
7.322531, -0.173459, 0.005314, 3.058195
7.322531, -0.173459, 0.005314, 3.058195
7.352883, -0.173401, 0.004235, 3.012355
7.352883, -0.173401, 0.004235, 3.012355
7.352883, -0.173401, 0.004235, 3.012355
7.382805, -0.173345, 0.003337, 2.971983
7.382805, -0.173345, 0.003337, 2.971983
7.412327, -0.173323, 0.002228, 2.932367
7.412327, -0.173323, 0.002228, 2.932367
7.412327, -0.173323, 0.002228, 2.932367
7.441453, -0.173305, 0.001315, 2.892949
7.441453, -0.173305, 0.001315, 2.892949
7.470174, -0.173325, 0.000198, 2.851128
7.470174, -0.173325, 0.000198, 2.851128
7.470174, -0.173325, 0.000198, 2.851128
7.498517, -0.173323, -0.000365, 2.817489
7.498517, -0.173323, -0.000365, 2.817489
7.526528, -0.173252, 0.000053, 2.784817
7.526528, -0.173252, 0.000053, 2.784817
7.526528, -0.173252, 0.000053, 2.784817
7.554208, -0.173153, 0.000796, 2.751255
7.554208, -0.173153, 0.000796, 2.751255
7.581573, -0.173000, 0.002074, 2.721678
7.581573, -0.173000, 0.002074, 2.721678
7.581573, -0.173000, 0.002074, 2.721678
7.608620, -0.172827, 0.003380, 2.687879
7.608620, -0.172827, 0.003380, 2.687879
7.635292, -0.172603, 0.005036, 2.646715
7.635292, -0.172603, 0.005036, 2.646715
7.635292, -0.172603, 0.005036, 2.646715
7.661561, -0.172361, 0.006589, 2.607377
7.661561, -0.172361, 0.006589, 2.607377
7.687465, -0.172069, 0.008390, 2.573760
7.687465, -0.172069, 0.008390, 2.573760
7.687465, -0.172069, 0.008390, 2.573760
7.713044, -0.171756, 0.010014, 2.542342
7.713044, -0.171756, 0.010014, 2.542342
7.738270, -0.171392, 0.011846, 2.503359
7.738270, -0.171392, 0.011846, 2.503359
7.738270, -0.171392, 0.011846, 2.503359
7.763146, -0.171009, 0.013477, 2.472404
7.763146, -0.171009, 0.013477, 2.472404
7.787728, -0.170574, 0.015281, 2.444899
7.787728, -0.170574, 0.015281, 2.444899
7.787728, -0.170574, 0.015281, 2.444899
7.812026, -0.170117, 0.016871, 2.415491
7.812026, -0.170117, 0.016871, 2.415491
7.836012, -0.169611, 0.018639, 2.382854
7.836012, -0.169611, 0.018639, 2.382854
7.836012, -0.169611, 0.018639, 2.382854
7.859657, -0.169086, 0.020199, 2.347325
7.859657, -0.169086, 0.020199, 2.347325
7.882989, -0.168512, 0.021931, 2.320361
7.882989, -0.168512, 0.021931, 2.320361
7.882989, -0.168512, 0.021931, 2.320361
7.906346, -0.167911, 0.023397, 2.352677
7.906346, -0.167911, 0.023397, 2.352677
7.930018, -0.167249, 0.024913, 2.383458
7.930018, -0.167249, 0.024913, 2.383458
7.930018, -0.167249, 0.024913, 2.383458
7.953989, -0.166552, 0.026234, 2.412774
7.953989, -0.166552, 0.026234, 2.412774
7.978244, -0.165798, 0.027686, 2.440697
7.978244, -0.165798, 0.027686, 2.440697
7.978244, -0.165798, 0.027686, 2.440697
8.002772, -0.165011, 0.028987, 2.467292
8.002772, -0.165011, 0.028987, 2.467292
8.027556, -0.164145, 0.030715, 2.492622
8.027556, -0.164145, 0.030715, 2.492622
8.027556, -0.164145, 0.030715, 2.492622
8.052582, -0.163134, 0.033474, 2.516748
8.052582, -0.163134, 0.033474, 2.516748
8.077837, -0.161941, 0.037397, 2.539726
8.077837, -0.161941, 0.037397, 2.539726
8.077837, -0.161941, 0.037397, 2.539726
8.103308, -0.160597, 0.041851, 2.561612
8.103308, -0.160597, 0.041851, 2.561612
8.128924, -0.159081, 0.046979, 2.570570
8.128924, -0.159081, 0.046979, 2.570570
8.128924, -0.159081, 0.046979, 2.570570
8.154678, -0.157421, 0.052291, 2.590990
8.154678, -0.157421, 0.052291, 2.590990
8.180561, -0.155592, 0.058010, 2.598551
8.180561, -0.155592, 0.058010, 2.598551
8.180561, -0.155592, 0.058010, 2.598551
8.206508, -0.153622, 0.063775, 2.605752
8.206508, -0.153622, 0.063775, 2.605752
8.232512, -0.151484, 0.069850, 2.612611
8.232512, -0.151484, 0.069850, 2.612611
8.232512, -0.151484, 0.069850, 2.612611
8.258571, -0.149202, 0.075859, 2.619144
8.258571, -0.149202, 0.075859, 2.619144
8.284679, -0.146748, 0.082104, 2.625366
8.284679, -0.146748, 0.082104, 2.625366
8.284679, -0.146748, 0.082104, 2.625366
8.310835, -0.144173, 0.087940, 2.631292
8.310835, -0.144173, 0.087940, 2.631292
8.336654, -0.141566, 0.093152, 2.558771
8.336654, -0.141566, 0.093152, 2.558771
8.336654, -0.141566, 0.093152, 2.558771
8.362147, -0.138884, 0.098212, 2.567864
8.362147, -0.138884, 0.098212, 2.567864
8.387375, -0.136145, 0.102851, 2.507406
8.387375, -0.136145, 0.102851, 2.507406
8.387375, -0.136145, 0.102851, 2.507406
8.412047, -0.133351, 0.107655, 2.458447
8.412047, -0.133351, 0.107655, 2.458447
8.436268, -0.130521, 0.112138, 2.418801
8.436268, -0.130521, 0.112138, 2.418801
8.436268, -0.130521, 0.112138, 2.418801
8.460119, -0.127612, 0.116676, 2.386695
8.460119, -0.127612, 0.116676, 2.386695
8.483670, -0.124647, 0.120872, 2.360695
8.483670, -0.124647, 0.120872, 2.360695
8.483670, -0.124647, 0.120872, 2.360695
8.506972, -0.121592, 0.125116, 2.339641
8.506972, -0.121592, 0.125116, 2.339641
8.530073, -0.118471, 0.129049, 2.322591
8.530073, -0.118471, 0.129049, 2.322591
8.530073, -0.118471, 0.129049, 2.322591
8.553005, -0.115254, 0.133057, 2.308785
8.553005, -0.115254, 0.133057, 2.308785
8.575802, -0.111968, 0.136796, 2.297604
8.575802, -0.111968, 0.136796, 2.297604
8.575802, -0.111968, 0.136796, 2.297604
8.598482, -0.108586, 0.140641, 2.288549
8.598482, -0.108586, 0.140641, 2.288549
8.621069, -0.105135, 0.144250, 2.281217
8.621069, -0.105135, 0.144250, 2.281217
8.621069, -0.105135, 0.144250, 2.281217
8.643569, -0.101562, 0.148294, 2.275280
8.643569, -0.101562, 0.148294, 2.275280
8.666120, -0.097783, 0.153276, 2.297853
8.666120, -0.097783, 0.153276, 2.297853
8.666120, -0.097783, 0.153276, 2.297853
8.688694, -0.093742, 0.159709, 2.288751
8.688694, -0.093742, 0.159709, 2.288751
8.711129, -0.089404, 0.168013, 2.281381
8.711129, -0.089404, 0.168013, 2.281381
8.711129, -0.089404, 0.168013, 2.281381
8.733566, -0.084701, 0.178009, 2.303664
